Created At,Tweet,Cleaned,Slang Converted,Remove Stop Words,Stemmed,Tokenized,Sentiment,Sentiment Probabilities,Date
2025-04-25 11:57:38+00:00,Dear pak prabowo TOLONG HENTIKAN PEMBERIAN MAKAN SIANG GRATIS ( MAKANAN BERGIZI) !!! Yang menurut bapak bergizi dan mencegah stunting tapi bagi anak itu makanan nggak enak. karena makanan yg bpk berikan banyak anak2 sekolah tidak suka dengan rasanya.,dear pak prabowo tolong hentikan pemberian makan siang gratis makanan bergizi yang menurut bapak bergizi dan mencegah stunting tapi bagi anak itu makanan nggak enak karena makanan yg bpk berikan banyak anak sekolah tidak suka dengan rasanya,dear pak prabowo tolong hentikan pemberian makan siang gratis makanan bergizi yang menurut bapak bergizi dan mencegah stunting tapi bagi anak itu makanan enggak enak karena makanan yang bapak berikan banyak anak sekolah tidak suka dengan rasanya,dear prabowo tolong hentikan pemberian makan siang gratis makanan bergizi bergizi mencegah stunting anak makanan enak makanan anak sekolah suka,dear prabowo tolong henti beri makan siang gratis makan gizi gizi cegah stunting anak makan enak makan anak sekolah suka,"['dear', 'prabowo', 'tolong', 'henti', 'beri', 'makan', 'siang', 'gratis', 'makan', 'gizi', 'gizi', 'cegah', 'stunting', 'anak', 'makan', 'enak', 'makan', 'anak', 'sekolah', 'suka']",netral,"[0.3161141872406006, 0.6819775104522705, 0.0019083030056208372]",2025-04-25
2025-04-25 10:15:34+00:00,"Semoga aja program MBG nya di abolish, untuk melindungi nutrisi anak-anak kita di seluruh Indonesia dari makanan bergizi gratis yang kualitas nutrisi rendah, beracun, dan rasa yang hambar. Mendingan sarapan sama makan siang bergizi gratis dirumah aja.",semoga aja program mbg nya di abolish untuk melindungi nutrisi anakanak kita di seluruh indonesia dari makanan bergizi gratis yang kualitas nutrisi rendah beracun dan rasa yang hambar mendingan sarapan sama makan siang bergizi gratis dirumah aja,semoga saja program makan bergizi gratis nya di abolish untuk melindungi nutrisi anakanak kita di seluruh indonesia dari makanan bergizi gratis yang kualitas nutrisi rendah beracun dan rasa yang hambar mendingan sarapan sama makan siang bergizi gratis dirumah saja,semoga program makan bergizi gratis nya abolish melindungi nutrisi anakanak indonesia makanan bergizi gratis kualitas nutrisi rendah beracun hambar mendingan sarapan makan siang bergizi gratis dirumah,moga program makan gizi gratis nya abolish lindung nutrisi anakanak indonesia makan gizi gratis kualitas nutrisi rendah racun hambar mending sarap makan siang gizi gratis rumah,"['moga', 'program', 'makan', 'gizi', 'gratis', 'nya', 'abolish', 'lindung', 'nutrisi', 'anakanak', 'indonesia', 'makan', 'gizi', 'gratis', 'kualitas', 'nutrisi', 'rendah', 'racun', 'hambar', 'mending', 'sarap', 'makan', 'siang', 'gizi', 'gratis', 'rumah']",negatif,"[0.00015903169696684927, 0.000342009385349229, 0.9994989633560181]",2025-04-25
2025-04-25 09:12:48+00:00,Babinsa Koramil Ngampilan Dampingi Pendistribusian Makan Siang Bergizi Gratis https://t.co/ddhYHvnbNg,babinsa koramil ngampilan dampingi pendistribusian makan siang bergizi gratis,babinsa koramil ngampilan dampingi pendistribusian makan siang bergizi gratis,babinsa koramil ngampilan dampingi pendistribusian makan siang bergizi gratis,babinsa koramil ngampilan damping distribusi makan siang gizi gratis,"['babinsa', 'koramil', 'ngampilan', 'damping', 'distribusi', 'makan', 'siang', 'gizi', 'gratis']",netral,"[0.0002813110186252743, 0.9990701079368591, 0.000648555054794997]",2025-04-25
2025-04-25 07:59:36+00:00,"@twinkletwi8718 @mfs_ub Kuli 100 rb/hari Kak, tidak termasuk Makan Siang Bergizi Gratis 😅",kuli rbhari kak tidak termasuk makan siang bergizi gratis,kuli rbhari kak tidak termasuk makan siang bergizi gratis,kuli rbhari kak makan siang bergizi gratis,kuli rbhari kak makan siang gizi gratis,"['kuli', 'rbhari', 'kak', 'makan', 'siang', 'gizi', 'gratis']",netral,"[0.007532629184424877, 0.9913052916526794, 0.001162115833722055]",2025-04-25
2025-04-25 06:50:27+00:00,"Babinsa Koramil 11/Ngampilan Dampingi Pendistribusian Makan Siang Bergizi Gratis  di wilayah Kemantren Ngampilan,"" ucap Babinsa. https://t.co/R1TguYQ5km",babinsa koramil ngampilan dampingi pendistribusian makan siang bergizi gratis di wilayah kemantren ngampilan ucap babinsa,babinsa koramil ngampilan dampingi pendistribusian makan siang bergizi gratis di wilayah kemantren ngampilan ucap babinsa,babinsa koramil ngampilan dampingi pendistribusian makan siang bergizi gratis wilayah kemantren ngampilan babinsa,babinsa koramil ngampilan damping distribusi makan siang gizi gratis wilayah kemantren ngampilan babinsa,"['babinsa', 'koramil', 'ngampilan', 'damping', 'distribusi', 'makan', 'siang', 'gizi', 'gratis', 'wilayah', 'kemantren', 'ngampilan', 'babinsa']",netral,"[0.0003906117635779083, 0.9993430972099304, 0.0002662122715264559]",2025-04-25
2025-04-25 06:06:43+00:00,Babinsa Koramil Ngampilan Dampingi Pendistribusian Makan Siang Bergizi Gratis https://t.co/3DqQj353ik,babinsa koramil ngampilan dampingi pendistribusian makan siang bergizi gratis,babinsa koramil ngampilan dampingi pendistribusian makan siang bergizi gratis,babinsa koramil ngampilan dampingi pendistribusian makan siang bergizi gratis,babinsa koramil ngampilan damping distribusi makan siang gizi gratis,"['babinsa', 'koramil', 'ngampilan', 'damping', 'distribusi', 'makan', 'siang', 'gizi', 'gratis']",netral,"[0.0002813110186252743, 0.9990701079368591, 0.000648555054794997]",2025-04-25
2025-04-25 03:50:20+00:00,"Dua bulan sejak diluncurkan pada 17 pebruari, program makan bergizi gratis (MBG) di Kabupaten Pasuruan sampai sekarang masih berjalan, dan terus dievaluasi.  Seperti yang terlihat di Dapur Badan Gizi Nasional (BGN) Pandaan, Kamis (24/4/2025) siang. https://t.co/ijbb5HLBBk",dua bulan sejak diluncurkan pada pebruari program makan bergizi gratis mbg di kabupaten pasuruan sampai sekarang masih berjalan dan terus dievaluasi seperti yang terlihat di dapur badan gizi nasional bgn pandaan kamis siang,dua bulan sejak diluncurkan pada pebruari program makan bergizi gratis makan bergizi gratis di kabupaten pasuruan sampai sekarang masih berjalan dan terus dievaluasi seperti yang terlihat di dapur badan gizi nasional bgn pandaan kamis siang,diluncurkan pebruari program makan bergizi gratis makan bergizi gratis kabupaten pasuruan berjalan dievaluasi dapur badan gizi nasional bgn pandaan kamis siang,luncur pebruari program makan gizi gratis makan gizi gratis kabupaten pasuruan jalan evaluasi dapur badan gizi nasional bgn pandaan kamis siang,"['luncur', 'pebruari', 'program', 'makan', 'gizi', 'gratis', 'makan', 'gizi', 'gratis', 'kabupaten', 'pasuruan', 'jalan', 'evaluasi', 'dapur', 'badan', 'gizi', 'nasional', 'bgn', 'pandaan', 'kamis', 'siang']",netral,"[0.00019782349409069866, 0.9996814727783203, 0.0001207087334478274]",2025-04-25
2025-04-25 03:06:23+00:00,*KEGIATAN POLRI MENDUKUNG PROGRAM PEMERINTAH MAKAN SIANG BERGIZI GRATIS DI LAKSANKAN OLEH POLRES SEKADAU* https://t.co/BXcQfZkDlz,kegiatan polri mendukung program pemerintah makan siang bergizi gratis di laksankan oleh polres sekadau,kegiatan polri mendukung program pemerintah makan siang bergizi gratis di laksankan oleh polres sekadau,kegiatan polri mendukung program pemerintah makan siang bergizi gratis laksankan polres sekadau,giat polri dukung program perintah makan siang gizi gratis laksankan polres sekadau,"['giat', 'polri', 'dukung', 'program', 'perintah', 'makan', 'siang', 'gizi', 'gratis', 'laksankan', 'polres', 'sekadau']",netral,"[0.0001650549820624292, 0.9995331764221191, 0.0003017916751559824]",2025-04-25
2025-04-25 00:20:46+00:00,itu kasus kasus keracunan makan siang bergizi gratis guru nya juga kena keracunan atau hanya murid siswa doang yg kena keracunan👀🧐,itu kasus kasus keracunan makan siang bergizi gratis guru nya juga kena keracunan atau hanya murid siswa doang yg kena keracunan,itu kasus kasus keracunan makan siang bergizi gratis guru nya juga kena keracunan atau hanya murid siswa doang yang kena keracunan,keracunan makan siang bergizi gratis guru nya kena keracunan murid siswa doang kena keracunan,racun makan siang gizi gratis guru nya kena racun murid siswa doang kena racun,"['racun', 'makan', 'siang', 'gizi', 'gratis', 'guru', 'nya', 'kena', 'racun', 'murid', 'siswa', 'doang', 'kena', 'racun']",negatif,"[5.5593805882381275e-05, 0.0005508996546268463, 0.9993934631347656]",2025-04-25
2025-04-24 23:44:06+00:00,Lebih baik memberikan uang kepada orang tua murid untuk memberikan makan bergizi ke anak-anaknya daripada memberi makan siang bergizi gratis.  Akan lebih bermanfaat untuk si murid dan untuk menghindarkan kemubaziran karena banyak anak-anak yang juga tidak suka dengan menunya.,lebih baik memberikan uang kepada orang tua murid untuk memberikan makan bergizi ke anakanaknya daripada memberi makan siang bergizi gratis akan lebih bermanfaat untuk si murid dan untuk menghindarkan kemubaziran karena banyak anakanak yang juga tidak suka dengan menunya,lebih baik memberikan uang kepada orang tua murid untuk memberikan makan bergizi ke anakanaknya daripada memberi makan siang bergizi gratis akan lebih bermanfaat untuk si murid dan untuk menghindarkan kemubaziran karena banyak anakanak yang juga tidak suka dengan menunya,uang orang tua murid makan bergizi anakanaknya makan siang bergizi gratis bermanfaat si murid menghindarkan kemubaziran anakanak suka menunya,uang orang tua murid makan gizi anakanaknya makan siang gizi gratis manfaat si murid hindar mubazir anakanak suka menu,"['uang', 'orang', 'tua', 'murid', 'makan', 'gizi', 'anakanaknya', 'makan', 'siang', 'gizi', 'gratis', 'manfaat', 'si', 'murid', 'hindar', 'mubazir', 'anakanak', 'suka', 'menu']",positif,"[0.942974328994751, 0.05540407821536064, 0.001621664734557271]",2025-04-24
2025-04-24 15:56:23+00:00,"Saya menuntut @prabowo untuk menghentikan makan siang ""bergizi"" gratis, sudah buang-buang anggaran dan menambah utang ke negara lain, bikin anak-anak keracunan pula! Adik saya sampai muntah-muntah gara-gara mbg itu!",saya menuntut untuk menghentikan makan siang bergizi gratis sudah buangbuang anggaran dan menambah utang ke negara lain bikin anakanak keracunan pula adik saya sampai muntahmuntah garagara mbg itu,saya menuntut untuk menghentikan makan siang bergizi gratis sudah buangbuang anggaran dan menambah utang ke negara lain bikin anakanak keracunan pula adik saya sampai muntahmuntah garagara makan bergizi gratis itu,menuntut menghentikan makan siang bergizi gratis buangbuang anggaran menambah utang negara bikin anakanak keracunan adik muntahmuntah garagara makan bergizi gratis,tuntut henti makan siang gizi gratis buangbuang anggar tambah utang negara bikin anakanak racun adik muntahmuntah garagara makan gizi gratis,"['tuntut', 'henti', 'makan', 'siang', 'gizi', 'gratis', 'buangbuang', 'anggar', 'tambah', 'utang', 'negara', 'bikin', 'anakanak', 'racun', 'adik', 'muntahmuntah', 'garagara', 'makan', 'gizi', 'gratis']",negatif,"[4.568045915220864e-05, 0.002461864845827222, 0.9974924325942993]",2025-04-24
2025-04-24 10:13:53+00:00,"@enema_of_elites @KompasTV Negara yang ingin belajar tentang program Makan Siang Bergizi Gratis Indonesia belum disebutkan secara spesifik. Namun, berdasarkan kunjungan Presiden Prabowo dan dukungan di KTT G20 serta APEC, kemungkinan termasuk Tiongkok, Amerika Serikat, Brasil, Peru, Inggris, UEA, Mesir,",negara yang ingin belajar tentang program makan siang bergizi gratis indonesia belum disebutkan secara spesifik namun berdasarkan kunjungan presiden prabowo dan dukungan di ktt g serta apec kemungkinan termasuk tiongkok amerika serikat brasil peru inggris uea mesir,negara yang ingin belajar tentang program makan siang bergizi gratis indonesia belum disebutkan secara spesifik namun berdasarkan kunjungan presiden prabowo dan dukungan di ktt enggak serta apec kemungkinan termasuk tiongkok amerika serikat brasil peru inggris uea mesir,negara belajar program makan siang bergizi gratis indonesia spesifik berdasarkan kunjungan presiden prabowo dukungan ktt apec tiongkok amerika serikat brasil peru inggris uea mesir,negara ajar program makan siang gizi gratis indonesia spesifik dasar kunjung presiden prabowo dukung ktt apec tiongkok amerika serikat brasil peru inggris uea mesir,"['negara', 'ajar', 'program', 'makan', 'siang', 'gizi', 'gratis', 'indonesia', 'spesifik', 'dasar', 'kunjung', 'presiden', 'prabowo', 'dukung', 'ktt', 'apec', 'tiongkok', 'amerika', 'serikat', 'brasil', 'peru', 'inggris', 'uea', 'mesir']",netral,"[0.0001575345522724092, 0.9996465444564819, 0.00019592128228396177]",2025-04-24
2025-04-24 10:11:20+00:00,@KompasTV @grok negara apa saja yang ingin belajar makan siang bergizi gratis ke Indonesia?,negara apa saja yang ingin belajar makan siang bergizi gratis ke indonesia,negara apa saja yang ingin belajar makan siang bergizi gratis ke indonesia,negara belajar makan siang bergizi gratis indonesia,negara ajar makan siang gizi gratis indonesia,"['negara', 'ajar', 'makan', 'siang', 'gizi', 'gratis', 'indonesia']",netral,"[0.00016807920474093407, 0.9995538592338562, 0.0002779847418423742]",2025-04-24
2025-04-24 09:48:17+00:00,@lunaT___T Makan siang bergizi gratis,makan siang bergizi gratis,makan siang bergizi gratis,makan siang bergizi gratis,makan siang gizi gratis,"['makan', 'siang', 'gizi', 'gratis']",positif,"[0.6751384139060974, 0.3229947090148926, 0.0018668805714696646]",2025-04-24
2025-04-24 09:05:11+00:00,"aman darimananya sih oon lu bikin makan siang gratis yang lu kata bergizi aja banyak problemnya kocak anak anak banyak yg keracunan, bahkan PORSINYA DIBAWAH kebutuhan apaan oon sayur ama lauknya dikit bahkan cuman sepotong keknya seukuran jari kelingking gw DAN BELUM MATENG",aman darimananya sih oon lu bikin makan siang gratis yang lu kata bergizi aja banyak problemnya kocak anak anak banyak yg keracunan bahkan porsinya dibawah kebutuhan apaan oon sayur ama lauknya dikit bahkan cuman sepotong keknya seukuran jari kelingking gw dan belum mateng,aman darimananya sih oon lu bikin makan siang gratis yang lu kata bergizi saja banyak problemnya kocak anak anak banyak yang keracunan bahkan porsinya dibawah kebutuhan apaan oon sayur sama lauknya dikit bahkan cuman sepotong kayaknya seukuran jari kelingking gue dan belum mateng,aman darimananya sih oon lu bikin makan siang gratis lu bergizi problemnya kocak anak anak keracunan porsinya dibawah kebutuhan oon sayur lauknya dikit cuman sepotong kayaknya seukuran jari kelingking gue mateng,aman darimananya sih oon lu bikin makan siang gratis lu gizi problem kocak anak anak racun porsi bawah butuh oon sayur lauk dikit cuman potong kayak ukur jari kelingking gue mateng,"['aman', 'darimananya', 'sih', 'oon', 'lu', 'bikin', 'makan', 'siang', 'gratis', 'lu', 'gizi', 'problem', 'kocak', 'anak', 'anak', 'racun', 'porsi', 'bawah', 'butuh', 'oon', 'sayur', 'lauk', 'dikit', 'cuman', 'potong', 'kayak', 'ukur', 'jari', 'kelingking', 'gue', 'mateng']",negatif,"[0.35481399297714233, 0.0552312470972538, 0.5899547338485718]",2025-04-24
2025-04-24 03:58:28+00:00,Dampak positif makan siang gratis dan bergizi untuk anak sekolah https://t.co/wsUAPP1PSL,dampak positif makan siang gratis dan bergizi untuk anak sekolah,dampak positif makan siang gratis dan bergizi untuk anak sekolah,dampak positif makan siang gratis bergizi anak sekolah,dampak positif makan siang gratis gizi anak sekolah,"['dampak', 'positif', 'makan', 'siang', 'gratis', 'gizi', 'anak', 'sekolah']",positif,"[0.9990469813346863, 0.0007896760362200439, 0.00016324686293955892]",2025-04-24
2025-04-24 03:12:48+00:00,Dampak positif makan siang gratis dan bergizi untuk anak sekolah https://t.co/LGEBSARs72,dampak positif makan siang gratis dan bergizi untuk anak sekolah,dampak positif makan siang gratis dan bergizi untuk anak sekolah,dampak positif makan siang gratis bergizi anak sekolah,dampak positif makan siang gratis gizi anak sekolah,"['dampak', 'positif', 'makan', 'siang', 'gratis', 'gizi', 'anak', 'sekolah']",positif,"[0.9990469813346863, 0.0007896760362200439, 0.00016324686293955892]",2025-04-24
2025-04-23 23:04:04+00:00,@Aldiidek THR nya di ganti makan siang bergizi gratis 🤣,thr nya di ganti makan siang bergizi gratis,thr nya di ganti makan siang bergizi gratis,thr nya ganti makan siang bergizi gratis,thr nya ganti makan siang gizi gratis,"['thr', 'nya', 'ganti', 'makan', 'siang', 'gizi', 'gratis']",netral,"[0.00016928667901083827, 0.9996367692947388, 0.00019384987535886467]",2025-04-23
2025-04-23 15:17:49+00:00,"@cursedkidd HP-ku pernah hilang di Bromo. Selama 4 bulan, aku menjalani hidup seperti pemeran film Reply 1988. Jika aku mendapatkan HP ini, akan kunobatkan kamu menjadi Presiden Twitter agar bisa berbagi makan siang bergizi gratis dari Kedai Madjoe Moendoer #AwesomeIntelligence #GalaxyA36 5G https://t.co/BjYPxNGzYN",hpku pernah hilang di bromo selama bulan aku menjalani hidup seperti pemeran film reply jika aku mendapatkan hp ini akan kunobatkan kamu menjadi presiden twitter agar bisa berbagi makan siang bergizi gratis dari kedai madjoe moendoer g,hpku pernah hilang di bromo selama bulan aku menjalani hidup seperti pemeran film reply jika aku mendapatkan hp ini akan kunobatkan kamu menjadi presiden twitter agar bisa berbagi makan siang bergizi gratis dari kedai madjoe moendoer enggak,hpku hilang bromo menjalani hidup pemeran film reply hp kunobatkan presiden twitter berbagi makan siang bergizi gratis kedai madjoe moendoer,hpku hilang bromo jalan hidup per film reply hp nobat presiden twitter bagi makan siang gizi gratis kedai madjoe moendoer,"['hpku', 'hilang', 'bromo', 'jalan', 'hidup', 'per', 'film', 'reply', 'hp', 'nobat', 'presiden', 'twitter', 'bagi', 'makan', 'siang', 'gizi', 'gratis', 'kedai', 'madjoe', 'moendoer']",netral,"[0.00029243313474580646, 0.909572422504425, 0.09013515710830688]",2025-04-23
2025-04-23 14:26:26+00:00,melaksanakan pendampingan dan membatu pendistribusian Makan Siang Bergizi (MBG) oleh petugas Satuan Pelayanan Pemenuhan Gizi (SPPG) Muhammadiyah Universita Aisyiyah Yogyakarta Jl.Munir No 267 Notoprajan Ngampilan Kota Yogyakarta sebanyak 874 porsi ke sekolah sskolah yang ada di,melaksanakan pendampingan dan membatu pendistribusian makan siang bergizi mbg oleh petugas satuan pelayanan pemenuhan gizi sppg muhammadiyah universita aisyiyah yogyakarta jlmunir no notoprajan ngampilan kota yogyakarta sebanyak porsi ke sekolah sskolah yang ada di,melaksanakan pendampingan dan membatu pendistribusian makan siang bergizi makan bergizi gratis oleh petugas satuan pelayanan pemenuhan gizi sppg muhammadiyah universita aisyiyah yogyakarta jlmunir no notoprajan ngampilan kota yogyakarta sebanyak porsi ke sekolah sskolah yang ada di,melaksanakan pendampingan membatu pendistribusian makan siang bergizi makan bergizi gratis petugas satuan pelayanan pemenuhan gizi sppg muhammadiyah universita aisyiyah yogyakarta jlmunir no notoprajan ngampilan kota yogyakarta porsi sekolah sskolah,laksana damping batu distribusi makan siang gizi makan gizi gratis tugas satu layan penuh gizi sppg muhammadiyah universita aisyiyah yogyakarta jlmunir no notoprajan ngampilan kota yogyakarta porsi sekolah sskolah,"['laksana', 'damping', 'batu', 'distribusi', 'makan', 'siang', 'gizi', 'makan', 'gizi', 'gratis', 'tugas', 'satu', 'layan', 'penuh', 'gizi', 'sppg', 'muhammadiyah', 'universita', 'aisyiyah', 'yogyakarta', 'jlmunir', 'no', 'notoprajan', 'ngampilan', 'kota', 'yogyakarta', 'porsi', 'sekolah', 'sskolah']",netral,"[0.0012394405202940106, 0.9986228942871094, 0.0001376189902657643]",2025-04-23
2025-04-23 13:23:41+00:00,"MBG : Makan Beracun Gratis  Pelajar SDN 33 Kasipute di kab Bombana, Sulawesi Tenggara muntah2 usai menerima makan siang bergizi, Rabu 23/4/2025. Min @Kemhan_RI siapa yg bisa dituntut dg kasus2 spt ini. https://t.co/0G4JVlF3LX",mbg makan beracun gratis pelajar sdn kasipute di kab bombana sulawesi tenggara muntah usai menerima makan siang bergizi rabu min siapa yg bisa dituntut dg kasus spt ini,makan bergizi gratis makan beracun gratis pelajar sdn kasipute di kab bombana sulawesi tenggara muntah usai menerima makan siang bergizi rabu min siapa yang bisa dituntut dengan kasus seperti ini,makan bergizi gratis makan beracun gratis pelajar sdn kasipute kab bombana sulawesi tenggara muntah menerima makan siang bergizi rabu min dituntut,makan gizi gratis makan racun gratis ajar sdn kasipute kab bombana sulawesi tenggara muntah terima makan siang gizi rabu min tuntut,"['makan', 'gizi', 'gratis', 'makan', 'racun', 'gratis', 'ajar', 'sdn', 'kasipute', 'kab', 'bombana', 'sulawesi', 'tenggara', 'muntah', 'terima', 'makan', 'siang', 'gizi', 'rabu', 'min', 'tuntut']",netral,"[0.0002392720925854519, 0.9996019005775452, 0.00015882571460679173]",2025-04-23
2025-04-23 12:44:25+00:00,@chenghamn Maunya jadi makan siang makan malam makan pagi makan makan makan bergizi gratis,maunya jadi makan siang makan malam makan pagi makan makan makan bergizi gratis,maunya jadi makan siang makan malam makan pagi makan makan makan bergizi gratis,maunya makan siang makan malam makan pagi makan makan makan bergizi gratis,mau makan siang makan malam makan pagi makan makan makan gizi gratis,"['mau', 'makan', 'siang', 'makan', 'malam', 'makan', 'pagi', 'makan', 'makan', 'makan', 'gizi', 'gratis']",netral,"[0.0022229603491723537, 0.9976317882537842, 0.00014517614908982068]",2025-04-23
2025-04-23 12:26:47+00:00,"MBG lagii... Pelajar SDN 33 Kasipute di kab Bombana, Sulawesi Tenggara muntah2 usai menerima makan siang bergizi, Rabu 23/4/2025. Min @Kemhan_RI siapa yg bisa dituntut dg kasus2 spt ini. https://t.co/xPmheVNggX",mbg lagii pelajar sdn kasipute di kab bombana sulawesi tenggara muntah usai menerima makan siang bergizi rabu min siapa yg bisa dituntut dg kasus spt ini,makan bergizi gratis lagi pelajar sdn kasipute di kab bombana sulawesi tenggara muntah usai menerima makan siang bergizi rabu min siapa yang bisa dituntut dengan kasus seperti ini,makan bergizi gratis pelajar sdn kasipute kab bombana sulawesi tenggara muntah menerima makan siang bergizi rabu min dituntut,makan gizi gratis ajar sdn kasipute kab bombana sulawesi tenggara muntah terima makan siang gizi rabu min tuntut,"['makan', 'gizi', 'gratis', 'ajar', 'sdn', 'kasipute', 'kab', 'bombana', 'sulawesi', 'tenggara', 'muntah', 'terima', 'makan', 'siang', 'gizi', 'rabu', 'min', 'tuntut']",netral,"[0.0003614890156313777, 0.9994858503341675, 0.00015263230307027698]",2025-04-23
2025-04-23 12:22:59+00:00,@cheriemuffins Nonton F1 gratis = makan siang bergizi gratis. Omke gams.,nonton f gratis makan siang bergizi gratis omke gams,menonton f gratis makan siang bergizi gratis omke gams,menonton f gratis makan siang bergizi gratis omke gams,tonton f gratis makan siang gizi gratis omke gams,"['tonton', 'f', 'gratis', 'makan', 'siang', 'gizi', 'gratis', 'omke', 'gams']",netral,"[0.00024457828840240836, 0.9996302127838135, 0.00012530089588835835]",2025-04-23
2025-04-23 07:47:48+00:00,Keamanan pangan adalah kunci. Lanjutkan MBG dengan meningkatkan pengawasan dan transparansi agar makanan bergizi lebih aman bagi semua anak Indonesia. #BangunIndonesiaSehat2045  Siang Rabu Mondo Makan Beracun Gratis  Fachri Albar UTBK Tolongin Kesenjangan Fadil Jaidi https://t.co/ayK2vPO8Da,keamanan pangan adalah kunci lanjutkan mbg dengan meningkatkan pengawasan dan transparansi agar makanan bergizi lebih aman bagi semua anak indonesia siang rabu mondo makan beracun gratis fachri albar utbk tolongin kesenjangan fadil jaidi,keamanan pangan adalah kunci lanjutkan makan bergizi gratis dengan meningkatkan pengawasan dan transparansi agar makanan bergizi lebih aman bagi semua anak indonesia siang rabu mondo makan beracun gratis fachri albar utbk tolongin kesenjangan fadil jaidi,keamanan pangan kunci lanjutkan makan bergizi gratis meningkatkan pengawasan transparansi makanan bergizi aman anak indonesia siang rabu mondo makan beracun gratis fachri albar utbk tolongin kesenjangan fadil jaidi,aman pangan kunci lanjut makan gizi gratis tingkat awas transparansi makan gizi aman anak indonesia siang rabu mondo makan racun gratis fachri albar utbk tolongin senjang fadil jaidi,"['aman', 'pangan', 'kunci', 'lanjut', 'makan', 'gizi', 'gratis', 'tingkat', 'awas', 'transparansi', 'makan', 'gizi', 'aman', 'anak', 'indonesia', 'siang', 'rabu', 'mondo', 'makan', 'racun', 'gratis', 'fachri', 'albar', 'utbk', 'tolongin', 'senjang', 'fadil', 'jaidi']",netral,"[0.0003191769355908036, 0.9986749291419983, 0.0010058252373710275]",2025-04-23
2025-04-23 05:08:07+00:00,Selamat siang #SobatTernak Susu Di Menu MBG Wajib dari Dalam Negeri!  Susu masuk dalam Program Makan Bergizi Gratis (MBG) bukan tanpa alasan. Presiden menginginkan susu murni jadi bagian penting untuk mendukung pertumbuhan anak-anak Indonesia  #ditjenpkh https://t.co/KnsdoZtboE,selamat siang susu di menu mbg wajib dari dalam negeri susu masuk dalam program makan bergizi gratis mbg bukan tanpa alasan presiden menginginkan susu murni jadi bagian penting untuk mendukung pertumbuhan anakanak indonesia,selamat siang susu di menu makan bergizi gratis wajib dari dalam negeri susu masuk dalam program makan bergizi gratis makan bergizi gratis bukan tanpa alasan presiden menginginkan susu murni jadi bagian penting untuk mendukung pertumbuhan anakanak indonesia,selamat siang susu menu makan bergizi gratis wajib negeri susu masuk program makan bergizi gratis makan bergizi gratis alasan presiden susu murni mendukung pertumbuhan anakanak indonesia,selamat siang susu menu makan gizi gratis wajib negeri susu masuk program makan gizi gratis makan gizi gratis alas presiden susu murni dukung tumbuh anakanak indonesia,"['selamat', 'siang', 'susu', 'menu', 'makan', 'gizi', 'gratis', 'wajib', 'negeri', 'susu', 'masuk', 'program', 'makan', 'gizi', 'gratis', 'makan', 'gizi', 'gratis', 'alas', 'presiden', 'susu', 'murni', 'dukung', 'tumbuh', 'anakanak', 'indonesia']",positif,"[0.9777392745018005, 0.021948520094156265, 0.0003122457710560411]",2025-04-23
2025-04-22 21:18:03+00:00,Program kampanye andalan gemoy dan fufufafa salah satunya makan siang gratis berubah jadi Makan Bergizi Gratis ternyata memang hanya menghambur hamburkan anggaran negara &amp; selalu menciptakan masalah . Di antaranya banyak pelajar keracunan makanan MBG . https://t.co/dF6aB2AX7D,program kampanye andalan gemoy dan fufufafa salah satunya makan siang gratis berubah jadi makan bergizi gratis ternyata memang hanya menghambur hamburkan anggaran negara amp selalu menciptakan masalah di antaranya banyak pelajar keracunan makanan mbg,program kampanye andalan gemoy dan fufufafa salah satunya makan siang gratis berubah jadi makan bergizi gratis ternyata memang hanya menghambur hamburkan anggaran negara amp selalu menciptakan masalah di antaranya banyak pelajar keracunan makanan makan bergizi gratis,program kampanye andalan gemoy fufufafa salah satunya makan siang gratis berubah makan bergizi gratis menghambur hamburkan anggaran negara amp menciptakan pelajar keracunan makanan makan bergizi gratis,program kampanye andal gemoy fufufafa salah satu makan siang gratis ubah makan gizi gratis hambur hambur anggar negara amp cipta ajar racun makan makan gizi gratis,"['program', 'kampanye', 'andal', 'gemoy', 'fufufafa', 'salah', 'satu', 'makan', 'siang', 'gratis', 'ubah', 'makan', 'gizi', 'gratis', 'hambur', 'hambur', 'anggar', 'negara', 'amp', 'cipta', 'ajar', 'racun', 'makan', 'makan', 'gizi', 'gratis']",netral,"[0.0010407468071207404, 0.9988312125205994, 0.00012802405399270356]",2025-04-22
2025-04-22 16:48:38+00:00,@asumsico makan siang bergizi gratis hasil nya apa gagal total,makan siang bergizi gratis hasil nya apa gagal total,makan siang bergizi gratis hasil nya apa gagal total,makan siang bergizi gratis hasil nya gagal total,makan siang gizi gratis hasil nya gagal total,"['makan', 'siang', 'gizi', 'gratis', 'hasil', 'nya', 'gagal', 'total']",negatif,"[0.0002274793660035357, 0.005893937777727842, 0.9938786625862122]",2025-04-22
2025-04-22 13:09:09+00:00,@textfor_ Makan Siang Bergizi Gratis,makan siang bergizi gratis,makan siang bergizi gratis,makan siang bergizi gratis,makan siang gizi gratis,"['makan', 'siang', 'gizi', 'gratis']",positif,"[0.6751384139060974, 0.3229947090148926, 0.0018668805714696646]",2025-04-22
